iteration,model_id,testDataLoss,trainDataLoss,param_space,feature_imp,model_name,test_acc,test_prec,test_recall
0,0,-0.33455882352941174,-1.6051939059806353,"learning_rate":13 || "max_samples":241 || "max_iter":84 || "bootstrap":0 || "solver":0 || "activation":0 || "alphaNB":18 || "fit_prior":1 || "bootstrapB":1 || "min_samples_leaf":9 || "n_estimators":51 || "max_features":5 || "criterion":0 || "bootstrap_features":0 || "min_samples_split":5 || "alpha":68 || "lag":2 || "max_depth":13 || "learning_rate_init":76 || "hidden_layer_sizes":0,"totalBen":0.09793241121725518 || "retirement":0.09724282228946382 || "totalCompens":0.049385436866296956 || "otherBen":0.10587332424925389 || "totalSal":0.07709901331223375 || "salaries":0.08021296232777002 || "overtime":0.1763419044272889 || "otherSal":0.21896518304765178 || "health":0.0495282368153905 || "year":0.04741870544739521,RandomForest,0.6961268758416744,0.5318310527228548,0.5146717177719198
2,1,-0.4114877589453861,-1.6386378107079396,"learning_rate":82 || "max_samples":214 || "max_iter":75 || "bootstrap":1 || "solver":0 || "activation":1 || "alphaNB":88 || "fit_prior":0 || "bootstrapB":0 || "min_samples_leaf":4 || "n_estimators":72 || "max_features":0 || "criterion":0 || "bootstrap_features":0 || "min_samples_split":1 || "alpha":42 || "lag":3 || "max_depth":23 || "learning_rate_init":17 || "hidden_layer_sizes":7,"totalBen":0.11449912904284035 || "retirement":0.12963738377676484 || "totalCompens":0.06642261190948123 || "otherBen":0.07539226200354127 || "totalSal":0.09458551466373447 || "salaries":0.06378623410990833 || "overtime":0.145412239808201 || "otherSal":0.17662981348255732 || "health":0.0737475784075537 || "year":0.05988723279541748,RandomForest,0.6843414025910808,0.29908181545256285,0.4087653350113847
2,2,-0.3888888888888889,-1.543825588879032,"learning_rate":46 || "max_samples":233 || "max_iter":0 || "bootstrap":0 || "solver":0 || "activation":3 || "alphaNB":82 || "fit_prior":0 || "bootstrapB":0 || "min_samples_leaf":0 || "n_estimators":26 || "max_features":1 || "criterion":0 || "bootstrap_features":0 || "min_samples_split":4 || "alpha":52 || "lag":2 || "max_depth":18 || "learning_rate_init":27 || "hidden_layer_sizes":5,"totalBen":0.10061928367534494 || "retirement":0.09839972290362639 || "totalCompens":0.11647160637855221 || "otherBen":0.08507877077029764 || "totalSal":0.08851532819104069 || "salaries":0.07201925776280357 || "overtime":0.11434328870282022 || "otherSal":0.17599627006540597 || "health":0.09608498653645296 || "year":0.05247148501365545,RandomForest,0.3867813979233258,0.34076798124061064,0.01371450054975612
2,3,-0.3655679933665008,-1.5222154167872648,"learning_rate":94 || "max_samples":55 || "max_iter":26 || "bootstrap":0 || "solver":0 || "activation":3 || "alphaNB":87 || "fit_prior":1 || "bootstrapB":1 || "min_samples_leaf":4 || "n_estimators":44 || "max_features":4 || "criterion":0 || "bootstrap_features":0 || "min_samples_split":1 || "alpha":28 || "lag":3 || "max_depth":10 || "learning_rate_init":49 || "hidden_layer_sizes":5,"totalBen":0.0714454070080789 || "retirement":0.09629920662319998 || "totalCompens":0.07695551632013381 || "otherBen":0.11951508275290838 || "totalSal":0.08962037712372332 || "salaries":0.07156129447299786 || "overtime":0.1505343315955022 || "otherSal":0.21202618164854706 || "health":0.08645950005346652 || "year":0.025583102401441887,RandomForest,0.6544902209116883,0.9019543466165918,0.7953303276448446
2,4,-0.3655679933665008,-1.5056615379827758,"learning_rate":38 || "max_samples":120 || "max_iter":30 || "bootstrap":0 || "solver":0 || "activation":0 || "alphaNB":18 || "fit_prior":0 || "bootstrapB":1 || "min_samples_leaf":4 || "n_estimators":67 || "max_features":1 || "criterion":1 || "bootstrap_features":1 || "min_samples_split":6 || "alpha":16 || "lag":2 || "max_depth":16 || "learning_rate_init":79 || "hidden_layer_sizes":5,"totalBen":0.0714454070080789 || "retirement":0.09629920662319998 || "totalCompens":0.07695551632013381 || "otherBen":0.11951508275290838 || "totalSal":0.08962037712372332 || "salaries":0.07156129447299786 || "overtime":0.1505343315955022 || "otherSal":0.21202618164854706 || "health":0.08645950005346652 || "year":0.025583102401441887,RandomForest,0.4016601000549107,0.22425494482187514,0.2797900013880362
3,0,-0.4322573561703996,-1.5680060131398674,"learning_rate":27 || "max_samples":148 || "max_iter":36 || "bootstrap":0 || "solver":0 || "activation":2 || "alphaNB":27 || "fit_prior":0 || "bootstrapB":1 || "min_samples_leaf":1 || "n_estimators":50 || "max_features":5 || "criterion":0 || "bootstrap_features":1 || "min_samples_split":1 || "alpha":8 || "lag":4 || "max_depth":19 || "learning_rate_init":42 || "hidden_layer_sizes":7,"totalBen":0.09644193977986612 || "retirement":0.09222301627662526 || "totalCompens":0.07323716160092815 || "otherBen":0.07218532422998176 || "totalSal":0.06304921321033276 || "salaries":0.06924973190555452 || "overtime":0.022867509571506347 || "otherSal":0.06740208355500801 || "health":0.08299951138527611 || "year":0.017011175151587583,Boosting,0.7099638652392808,0.6287716210410728,0.739772196370285
3,1,-0.3771420674405749,-1.3785479031533983,"learning_rate":80 || "max_samples":109 || "max_iter":59 || "bootstrap":0 || "solver":0 || "activation":1 || "alphaNB":13 || "fit_prior":1 || "bootstrapB":1 || "min_samples_leaf":8 || "n_estimators":32 || "max_features":3 || "criterion":1 || "bootstrap_features":1 || "min_samples_split":2 || "alpha":20 || "lag":0 || "max_depth":8 || "learning_rate_init":97 || "hidden_layer_sizes":5,"totalBen":0.07425807716592159 || "retirement":0.12914048250404675 || "totalCompens":0.06091329659732851 || "otherBen":0.10435902154893409 || "totalSal":0.09295159155518809 || "salaries":0.06598358878790747 || "overtime":0.182237819369434 || "otherSal":0.23092125829889065 || "health":0.028936579241508203 || "year":0.03029828493084063,RandomForest,0.41641243112781656,0.2540935507426069,0.08914869780592521
3,2,-0.43333333333333335,-1.3733033575121094,"learning_rate":29 || "max_samples":168 || "max_iter":38 || "bootstrap":1 || "solver":0 || "activation":3 || "alphaNB":45 || "fit_prior":0 || "bootstrapB":1 || "min_samples_leaf":6 || "n_estimators":18 || "max_features":2 || "criterion":0 || "bootstrap_features":1 || "min_samples_split":3 || "alpha":63 || "lag":4 || "max_depth":1 || "learning_rate_init":79 || "hidden_layer_sizes":3,"totalBen":0.09950568702456918 || "retirement":0.15070153450493845 || "totalCompens":0.05190283247570972 || "otherBen":0.06249172903313148 || "totalSal":0.0889342448704884 || "salaries":0.07485239528795999 || "overtime":0.1623750231109356 || "otherSal":0.20836599921959 || "health":0.03820825592531092 || "year":0.06266229854736624,RandomForest,0.6638896109633804,0.1971267839946412,0.40317213037965993
3,3,-0.3416666666666667,-1.3553446203469979,"learning_rate":55 || "max_samples":94 || "max_iter":69 || "bootstrap":0 || "solver":0 || "activation":2 || "alphaNB":47 || "fit_prior":0 || "bootstrapB":1 || "min_samples_leaf":0 || "n_estimators":85 || "max_features":0 || "criterion":0 || "bootstrap_features":0 || "min_samples_split":6 || "alpha":3 || "lag":3 || "max_depth":0 || "learning_rate_init":95 || "hidden_layer_sizes":5,"totalBen":0.0911497893391922 || "retirement":0.09474666793670501 || "totalCompens":0.07357110690944729 || "otherBen":0.08147927985193854 || "totalSal":0.08711844935824367 || "salaries":0.08265844410889225 || "overtime":0.15482120457209902 || "otherSal":0.19885186475162092 || "health":0.0866294952998052 || "year":0.04897369787205599,RandomForest,0.7393213311352956,0.09017100154659369,0.22116039577853525
3,4,-0.39015151515151514,-1.331542369512137,"learning_rate":95 || "max_samples":143 || "max_iter":55 || "bootstrap":0 || "solver":0 || "activation":2 || "alphaNB":15 || "fit_prior":0 || "bootstrapB":1 || "min_samples_leaf":8 || "n_estimators":49 || "max_features":4 || "criterion":1 || "bootstrap_features":0 || "min_samples_split":3 || "alpha":21 || "lag":4 || "max_depth":23 || "learning_rate_init":24 || "hidden_layer_sizes":4,"totalBen":0.31327003188036895 || "retirement":0.015340065150592306 || "totalCompens":0.08077795560662848 || "otherBen":0.17379749909037984 || "totalSal":0.02086105852571723 || "salaries":0.013456801545045187 || "overtime":0.16792032309037316 || "otherSal":0.18493820788399504 || "health":0.029138659529241023 || "year":0.0004993976976586937,Boosting,0.4771916577077908,0.4184791823069207,0.45868087320461
4,0,-0.42023809523809524,-1.6003727747365417,"learning_rate":61 || "max_samples":200 || "max_iter":11 || "bootstrap":1 || "solver":0 || "activation":2 || "alphaNB":27 || "fit_prior":0 || "bootstrapB":1 || "min_samples_leaf":2 || "n_estimators":58 || "max_features":1 || "criterion":1 || "bootstrap_features":0 || "min_samples_split":0 || "alpha":75 || "lag":3 || "max_depth":10 || "learning_rate_init":10 || "hidden_layer_sizes":9,"totalBen":0.09532334058115405 || "retirement":0.140483044257309 || "totalCompens":0.10379901059470562 || "otherBen":0.0769582062551219 || "totalSal":0.057732838597864364 || "salaries":0.11828909427750171 || "overtime":0.13299005790780805 || "otherSal":0.16806603529688285 || "health":0.05251573258532015 || "year":0.053842639646332346,RandomForest,0.7344514748577006,0.16400747556084597,0.3003860052230122
4,1,-0.3703703703703704,-1.538767714951124,"learning_rate":64 || "max_samples":171 || "max_iter":67 || "bootstrap":1 || "solver":0 || "activation":2 || "alphaNB":25 || "fit_prior":0 || "bootstrapB":1 || "min_samples_leaf":9 || "n_estimators":65 || "max_features":5 || "criterion":0 || "bootstrap_features":1 || "min_samples_split":6 || "alpha":5 || "lag":0 || "max_depth":6 || "learning_rate_init":72 || "hidden_layer_sizes":10,"totalBen":0.11436763751562154 || "retirement":0.08349705528724678 || "totalCompens":0.05657469065571948 || "otherBen":0.1013290007603151 || "totalSal":0.0730853655766295 || "salaries":0.06150497164563708 || "overtime":0.2071010034291922 || "otherSal":0.2023597572685155 || "health":0.04994574294000933 || "year":0.05023477492111354,RandomForest,0.6596803279490251,0.15000241904149958,0.021838671805878396
4,2,-0.45328282828282823,-1.5103117096911216,"learning_rate":30 || "max_samples":128 || "max_iter":88 || "bootstrap":0 || "solver":0 || "activation":0 || "alphaNB":30 || "fit_prior":1 || "bootstrapB":0 || "min_samples_leaf":1 || "n_estimators":83 || "max_features":1 || "criterion":0 || "bootstrap_features":1 || "min_samples_split":4 || "alpha":75 || "lag":4 || "max_depth":16 || "learning_rate_init":3 || "hidden_layer_sizes":3,"totalBen":0.04858649645938277 || "retirement":0.06725767706665131 || "totalCompens":0.03629215270722842 || "otherBen":0.05559023269566712 || "totalSal":0.038368413849895984 || "salaries":0.03381879966935571 || "overtime":0.014650540585510224 || "otherSal":0.037268930649776155 || "health":0.054084013549840854 || "year":0.011932205132282847,Boosting,0.3775623054008605,0.2590607063815673,0.3947597333240889
4,3,-0.4042803768680961,-1.2990797484649703,"learning_rate":97 || "max_samples":133 || "max_iter":50 || "bootstrap":1 || "solver":0 || "activation":1 || "alphaNB":13 || "fit_prior":1 || "bootstrapB":0 || "min_samples_leaf":0 || "n_estimators":15 || "max_features":1 || "criterion":0 || "bootstrap_features":1 || "min_samples_split":1 || "alpha":49 || "lag":2 || "max_depth":9 || "learning_rate_init":42 || "hidden_layer_sizes":6,"totalBen":0.08538109568139055 || "retirement":0.14251712581669437 || "totalCompens":0.06660609188517355 || "otherBen":0.10503174919829701 || "totalSal":0.0767293546433116 || "salaries":0.1069830145397013 || "overtime":0.13793742409640855 || "otherSal":0.15169907848326208 || "health":0.07201578515275434 || "year":0.055099280503006685,RandomForest,0.8415077396545264,1.0100764118841106,0.9134439447592192
4,4,-0.4042803768680961,-1.248402089183398,"learning_rate":25 || "max_samples":223 || "max_iter":29 || "bootstrap":1 || "solver":0 || "activation":3 || "alphaNB":58 || "fit_prior":1 || "bootstrapB":0 || "min_samples_leaf":0 || "n_estimators":32 || "max_features":4 || "criterion":0 || "bootstrap_features":0 || "min_samples_split":1 || "alpha":99 || "lag":3 || "max_depth":14 || "learning_rate_init":80 || "hidden_layer_sizes":6,"totalBen":0.08538109568139055 || "retirement":0.14251712581669437 || "totalCompens":0.06660609188517355 || "otherBen":0.10503174919829701 || "totalSal":0.0767293546433116 || "salaries":0.1069830145397013 || "overtime":0.13793742409640855 || "otherSal":0.15169907848326208 || "health":0.07201578515275434 || "year":0.055099280503006685,RandomForest,0.5566681937749368,0.07219058720392829,0.26295436541243783
