iteration,model_id,testDataLoss,trainDataLoss,param_space,feature_imp,model_name,test_acc,test_prec,test_recall
2,0,-0.44041867954911434,-1.6173246208841243,"learning_rate":6 || "max_samples":208 || "max_iter":30 || "bootstrap":0 || "solver":0 || "activation":1 || "alphaNB":63 || "fit_prior":0 || "bootstrapB":0 || "min_samples_leaf":9 || "n_estimators":46 || "max_features":4 || "criterion":1 || "bootstrap_features":1 || "min_samples_split":4 || "alpha":5 || "lag":4 || "max_depth":7 || "learning_rate_init":64 || "hidden_layer_sizes":5,"totalBen":0.05265530301635688 || "retirement":0.1149536172149492 || "totalCompens":0.2080351630374257 || "otherBen":0.06352361178562368 || "totalSal":0.050707027009840276 || "salaries":0.09783521366653067 || "overtime":0.09167484028306058 || "otherSal":0.15429748997355308 || "health":0.11744796106435813 || "year":0.04886977294830179,RandomForest,0.514678818865026,0.3026674836664732,0.04357504814701926
2,1,-0.48689516129032256,-1.5048924097023653,"learning_rate":31 || "max_samples":101 || "max_iter":12 || "bootstrap":1 || "solver":0 || "activation":0 || "alphaNB":61 || "fit_prior":0 || "bootstrapB":1 || "min_samples_leaf":5 || "n_estimators":17 || "max_features":5 || "criterion":0 || "bootstrap_features":0 || "min_samples_split":6 || "alpha":35 || "lag":0 || "max_depth":22 || "learning_rate_init":57 || "hidden_layer_sizes":5,"totalBen":0.06352243887573228 || "retirement":0.2062837171983707 || "totalCompens":0.13123628110510843 || "otherBen":0.08789795905994306 || "totalSal":0.07121217380254886 || "salaries":0.056705911926787124 || "overtime":0.10019896330650524 || "otherSal":0.16189061331077806 || "health":0.0571032909577953 || "year":0.0639486504564309,RandomForest,0.390629073689598,0.34155795148200074,0.400125640265154
2,2,-0.4775082918739635,-1.3986244573779711,"learning_rate":94 || "max_samples":126 || "max_iter":60 || "bootstrap":0 || "solver":0 || "activation":0 || "alphaNB":51 || "fit_prior":1 || "bootstrapB":1 || "min_samples_leaf":5 || "n_estimators":77 || "max_features":3 || "criterion":0 || "bootstrap_features":0 || "min_samples_split":6 || "alpha":49 || "lag":0 || "max_depth":12 || "learning_rate_init":18 || "hidden_layer_sizes":5,"totalBen":0.0485177940020654 || "retirement":0.17835587136245984 || "totalCompens":0.14954642921832403 || "otherBen":0.051316670529742946 || "totalSal":0.041807457144037115 || "salaries":0.1358516669174546 || "overtime":0.06071161182072503 || "otherSal":0.18133619810721255 || "health":0.11502027060490064 || "year":0.0375360302930779,RandomForest,0.6599146644918908,0.8258613130217892,0.7613293659559086
2,3,-0.4301435969868173,-1.3779107781257516,"learning_rate":77 || "max_samples":2 || "max_iter":58 || "bootstrap":1 || "solver":0 || "activation":0 || "alphaNB":45 || "fit_prior":1 || "bootstrapB":0 || "min_samples_leaf":1 || "n_estimators":15 || "max_features":2 || "criterion":1 || "bootstrap_features":0 || "min_samples_split":5 || "alpha":97 || "lag":3 || "max_depth":14 || "learning_rate_init":44 || "hidden_layer_sizes":2,"totalBen":0.10105367023480102 || "retirement":0.16210326443932305 || "totalCompens":0.12938180777877348 || "otherBen":0.0949628577409672 || "totalSal":0.09598029080546949 || "salaries":0.07838321193145853 || "overtime":0.07285192616865449 || "otherSal":0.12171231645489537 || "health":0.08793468028600207 || "year":0.05563597415965531,RandomForest,0.7079666991719733,0.12513577817738572,0.1575510359359927
2,4,-0.390625,-1.3364459254947758,"learning_rate":15 || "max_samples":184 || "max_iter":38 || "bootstrap":1 || "solver":0 || "activation":2 || "alphaNB":9 || "fit_prior":0 || "bootstrapB":0 || "min_samples_leaf":5 || "n_estimators":40 || "max_features":2 || "criterion":0 || "bootstrap_features":1 || "min_samples_split":2 || "alpha":66 || "lag":1 || "max_depth":11 || "learning_rate_init":29 || "hidden_layer_sizes":0,,NeuralNetwork,0.7505034635620182,0.4056593724935276,0.8625502569713797
3,0,-0.5027777777777778,-1.6273390633986327,"learning_rate":7 || "max_samples":176 || "max_iter":19 || "bootstrap":1 || "solver":0 || "activation":0 || "alphaNB":53 || "fit_prior":0 || "bootstrapB":1 || "min_samples_leaf":8 || "n_estimators":57 || "max_features":3 || "criterion":0 || "bootstrap_features":0 || "min_samples_split":0 || "alpha":86 || "lag":4 || "max_depth":0 || "learning_rate_init":40 || "hidden_layer_sizes":3,"totalBen":0.08323083267004358 || "retirement":0.08700469900471273 || "totalCompens":0.06610138945255023 || "otherBen":0.0827921153376388 || "totalSal":0.05578188293461359 || "salaries":0.09258523441745548 || "overtime":0.04179739109068703 || "otherSal":0.1085416749293147 || "health":0.09802806628994082 || "year":0.021450146708863995,Boosting,0.593250303510518,0.4010245770624731,0.42631338260209445
3,1,-0.518719806763285,-1.5830978209406008,"learning_rate":41 || "max_samples":239 || "max_iter":16 || "bootstrap":1 || "solver":0 || "activation":0 || "alphaNB":78 || "fit_prior":1 || "bootstrapB":1 || "min_samples_leaf":9 || "n_estimators":6 || "max_features":1 || "criterion":0 || "bootstrap_features":0 || "min_samples_split":4 || "alpha":18 || "lag":4 || "max_depth":9 || "learning_rate_init":43 || "hidden_layer_sizes":3,"totalBen":0.1274737333052967 || "retirement":0.10584142442896201 || "totalCompens":0.11301653546942547 || "otherBen":0.09988405574363944 || "totalSal":0.08495047228864898 || "salaries":0.09885148794685662 || "overtime":0.17184961601889825 || "otherSal":0.10037138793540194 || "health":0.08553615197872647 || "year":0.01222513488414417,Boosting,0.7046691231663303,0.43230388224250055,0.41171556078717286
3,2,-0.4218816517667092,-1.4963089152817024,"learning_rate":19 || "max_samples":221 || "max_iter":58 || "bootstrap":1 || "solver":0 || "activation":2 || "alphaNB":71 || "fit_prior":1 || "bootstrapB":0 || "min_samples_leaf":2 || "n_estimators":11 || "max_features":4 || "criterion":0 || "bootstrap_features":1 || "min_samples_split":1 || "alpha":62 || "lag":1 || "max_depth":12 || "learning_rate_init":24 || "hidden_layer_sizes":10,"totalBen":0.07499291424160275 || "retirement":0.1833970489966435 || "totalCompens":0.11353730137863234 || "otherBen":0.07409658789127545 || "totalSal":0.09505822299837555 || "salaries":0.11161852696931476 || "overtime":0.07059621946902764 || "otherSal":0.1345276713069326 || "health":0.08177920994242859 || "year":0.06039629680576688,RandomForest,0.5364723946106329,0.03967346234308916,-0.0018879637174345487
3,3,-0.4237007168458781,-1.4621154956387252,"learning_rate":50 || "max_samples":193 || "max_iter":50 || "bootstrap":0 || "solver":0 || "activation":0 || "alphaNB":30 || "fit_prior":1 || "bootstrapB":0 || "min_samples_leaf":4 || "n_estimators":82 || "max_features":4 || "criterion":1 || "bootstrap_features":0 || "min_samples_split":1 || "alpha":38 || "lag":2 || "max_depth":4 || "learning_rate_init":78 || "hidden_layer_sizes":12,,Bagging,0.7470154103615754,0.5492035851953203,0.8524483692383344
3,4,-0.4136200716845878,-1.4389585131640934,"learning_rate":79 || "max_samples":26 || "max_iter":42 || "bootstrap":1 || "solver":0 || "activation":3 || "alphaNB":28 || "fit_prior":0 || "bootstrapB":0 || "min_samples_leaf":1 || "n_estimators":26 || "max_features":5 || "criterion":1 || "bootstrap_features":1 || "min_samples_split":0 || "alpha":12 || "lag":0 || "max_depth":6 || "learning_rate_init":99 || "hidden_layer_sizes":8,"totalBen":0.1034199575416409 || "retirement":0.15446195064691493 || "totalCompens":0.11368896204354566 || "otherBen":0.09836969251265033 || "totalSal":0.1173527668142412 || "salaries":0.08720944722009784 || "overtime":0.05736298936584901 || "otherSal":0.13554556376927954 || "health":0.07277943720043538 || "year":0.05980923288534532,RandomForest,0.4969552208240653,0.08355289048207917,0.18252991406140123
4,0,-0.46588164251207725,-1.584468838872311,"learning_rate":71 || "max_samples":73 || "max_iter":66 || "bootstrap":0 || "solver":0 || "activation":3 || "alphaNB":31 || "fit_prior":0 || "bootstrapB":1 || "min_samples_leaf":8 || "n_estimators":84 || "max_features":4 || "criterion":0 || "bootstrap_features":0 || "min_samples_split":1 || "alpha":26 || "lag":0 || "max_depth":8 || "learning_rate_init":57 || "hidden_layer_sizes":12,"totalBen":0.0598360362737929 || "retirement":0.1244620743817844 || "totalCompens":0.17426483392211053 || "otherBen":0.08113293858041169 || "totalSal":0.06782827381311136 || "salaries":0.08659165890366413 || "overtime":0.07307164702644516 || "otherSal":0.16156700146982228 || "health":0.110292840138243 || "year":0.06095269549061455,RandomForest,0.7174159495572163,0.3715006922236227,0.2784190093456127
4,1,-0.4639970400728597,-1.5569049786957108,"learning_rate":66 || "max_samples":124 || "max_iter":58 || "bootstrap":0 || "solver":0 || "activation":3 || "alphaNB":1 || "fit_prior":1 || "bootstrapB":0 || "min_samples_leaf":3 || "n_estimators":75 || "max_features":3 || "criterion":0 || "bootstrap_features":0 || "min_samples_split":2 || "alpha":26 || "lag":1 || "max_depth":21 || "learning_rate_init":0 || "hidden_layer_sizes":6,"totalBen":0.046829099463529776 || "retirement":0.15860877118980393 || "totalCompens":0.15218421997580675 || "otherBen":0.07034703003916751 || "totalSal":0.06842988425359983 || "salaries":0.15573311113316507 || "overtime":0.053185112847066104 || "otherSal":0.1432863374064555 || "health":0.10300985925446697 || "year":0.0483865744369386,RandomForest,0.7207170518434027,0.1674447007620834,0.30400881688139825
4,2,-0.45290215588723054,-1.555385747296576,"learning_rate":45 || "max_samples":169 || "max_iter":2 || "bootstrap":1 || "solver":0 || "activation":1 || "alphaNB":77 || "fit_prior":1 || "bootstrapB":0 || "min_samples_leaf":1 || "n_estimators":43 || "max_features":0 || "criterion":1 || "bootstrap_features":0 || "min_samples_split":2 || "alpha":88 || "lag":2 || "max_depth":0 || "learning_rate_init":41 || "hidden_layer_sizes":6,"totalBen":0.09900258020176206 || "retirement":0.18946990283363366 || "totalCompens":0.1240246093984441 || "otherBen":0.10348529483494748 || "totalSal":0.07335596113731455 || "salaries":0.07527908730876512 || "overtime":0.10920301223064717 || "otherSal":0.12847402083532117 || "health":0.04179535394777346 || "year":0.05591017727139125,RandomForest,1.0913580861041072,0.8359372294297874,0.937741878251063
4,3,-0.44041867954911434,-1.4463238419626951,"learning_rate":41 || "max_samples":59 || "max_iter":39 || "bootstrap":0 || "solver":0 || "activation":0 || "alphaNB":20 || "fit_prior":1 || "bootstrapB":1 || "min_samples_leaf":9 || "n_estimators":9 || "max_features":4 || "criterion":1 || "bootstrap_features":0 || "min_samples_split":1 || "alpha":38 || "lag":1 || "max_depth":23 || "learning_rate_init":76 || "hidden_layer_sizes":4,"totalBen":0.05265530301635688 || "retirement":0.1149536172149492 || "totalCompens":0.2080351630374257 || "otherBen":0.06352361178562368 || "totalSal":0.050707027009840276 || "salaries":0.09783521366653067 || "overtime":0.09167484028306058 || "otherSal":0.15429748997355308 || "health":0.11744796106435813 || "year":0.04886977294830179,RandomForest,0.9914314761865565,1.10067124574135,1.0581599739420564
4,4,-0.44271697070204535,-1.327999269082101,"learning_rate":22 || "max_samples":124 || "max_iter":79 || "bootstrap":1 || "solver":0 || "activation":2 || "alphaNB":19 || "fit_prior":1 || "bootstrapB":1 || "min_samples_leaf":9 || "n_estimators":25 || "max_features":0 || "criterion":1 || "bootstrap_features":1 || "min_samples_split":6 || "alpha":7 || "lag":0 || "max_depth":11 || "learning_rate_init":59 || "hidden_layer_sizes":11,"totalBen":0.04376326589709541 || "retirement":0.11617187619017313 || "totalCompens":0.13935461756960182 || "otherBen":0.09579537779389595 || "totalSal":0.08183073203008276 || "salaries":0.06928250235793038 || "overtime":0.10197932654165368 || "otherSal":0.2001167376454546 || "health":0.0869780623054451 || "year":0.06472750166866718,RandomForest,1.0733558327780206,0.881204170953046,1.1390679467321934
