iteration,model_id,testDataLoss,trainDataLoss,param_space,feature_imp,model_name,test_acc,test_prec,test_recall
2,0,-0.44814524555903873,-1.9498497089048927,"learning_rate":34 || "max_samples":103 || "max_iter":81 || "bootstrap":1 || "solver":0 || "activation":1 || "alphaNB":46 || "fit_prior":0 || "bootstrapB":0 || "min_samples_leaf":2 || "n_estimators":2 || "max_features":1 || "criterion":1 || "bootstrap_features":0 || "min_samples_split":6 || "alpha":52 || "lag":1 || "max_depth":16 || "learning_rate_init":38 || "hidden_layer_sizes":7,"totalBen":0.07433601861264456 || "retirement":0.14260283367868132 || "totalCompens":0.1086004218099019 || "otherBen":0.09957590966145555 || "totalSal":0.060075519686146474 || "salaries":0.09934771106265225 || "overtime":0.09309138521477642 || "otherSal":0.2180696720034569 || "health":0.0778296565420839 || "year":0.02647087172820071,RandomForest,0.70373178539388,0.11229120477923732,0.4112022075850335
2,1,-0.44814524555903873,-1.7872848131543315,"learning_rate":31 || "max_samples":142 || "max_iter":4 || "bootstrap":1 || "solver":0 || "activation":0 || "alphaNB":13 || "fit_prior":1 || "bootstrapB":0 || "min_samples_leaf":1 || "n_estimators":13 || "max_features":3 || "criterion":0 || "bootstrap_features":1 || "min_samples_split":2 || "alpha":90 || "lag":3 || "max_depth":7 || "learning_rate_init":85 || "hidden_layer_sizes":2,"totalBen":0.10245631629044975 || "retirement":0.13391142210379425 || "totalCompens":0.106484519419479 || "otherBen":0.08593157523774139 || "totalSal":0.059502286037872866 || "salaries":0.10162976386089403 || "overtime":0.07298412610836626 || "otherSal":0.21043966052510976 || "health":0.08007661464409391 || "year":0.04658371577219871,RandomForest,0.33295110577957465,0.39283194053109066,0.37695087346635925
2,2,-0.4224270353302611,-1.6276484770973692,"learning_rate":25 || "max_samples":45 || "max_iter":38 || "bootstrap":1 || "solver":0 || "activation":1 || "alphaNB":79 || "fit_prior":1 || "bootstrapB":0 || "min_samples_leaf":9 || "n_estimators":27 || "max_features":5 || "criterion":0 || "bootstrap_features":1 || "min_samples_split":4 || "alpha":65 || "lag":3 || "max_depth":22 || "learning_rate_init":98 || "hidden_layer_sizes":5,"totalBen":0.06172763516476341 || "retirement":0.13250898752795748 || "totalCompens":0.08184051173557824 || "otherBen":0.0880755622539956 || "totalSal":0.05162822706920507 || "salaries":0.09563525091097214 || "overtime":0.08676852852272172 || "otherSal":0.2813366310260723 || "health":0.04673479116885575 || "year":0.07374387461987823,RandomForest,0.5486865553385989,0.7021957591646908,1.0072536236400393
2,3,-0.4224270353302611,-1.5394142447284143,"learning_rate":42 || "max_samples":61 || "max_iter":11 || "bootstrap":1 || "solver":0 || "activation":1 || "alphaNB":80 || "fit_prior":0 || "bootstrapB":0 || "min_samples_leaf":9 || "n_estimators":59 || "max_features":5 || "criterion":1 || "bootstrap_features":1 || "min_samples_split":1 || "alpha":16 || "lag":0 || "max_depth":18 || "learning_rate_init":83 || "hidden_layer_sizes":4,"totalBen":0.06172763516476341 || "retirement":0.13250898752795748 || "totalCompens":0.08184051173557824 || "otherBen":0.0880755622539956 || "totalSal":0.05162822706920507 || "salaries":0.09563525091097214 || "overtime":0.08676852852272172 || "otherSal":0.2813366310260723 || "health":0.04673479116885575 || "year":0.07374387461987823,RandomForest,0.37541996553617696,0.02127604115626955,0.09654498868522424
2,4,-0.5386718749999999,-1.5048787267275578,"learning_rate":33 || "max_samples":84 || "max_iter":44 || "bootstrap":0 || "solver":0 || "activation":2 || "alphaNB":8 || "fit_prior":0 || "bootstrapB":0 || "min_samples_leaf":4 || "n_estimators":42 || "max_features":4 || "criterion":1 || "bootstrap_features":0 || "min_samples_split":0 || "alpha":42 || "lag":2 || "max_depth":12 || "learning_rate_init":51 || "hidden_layer_sizes":12,"totalBen":0.07846214777028364 || "retirement":0.07581618455595909 || "totalCompens":0.10318065046380301 || "otherBen":0.11432100317899066 || "totalSal":0.06636613198359131 || "salaries":0.14190629735615362 || "overtime":0.09020404449670044 || "otherSal":0.23564363887063436 || "health":0.06604233060895352 || "year":0.02805757071493034,RandomForest,0.6453317533260341,0.6944627592902477,0.7995167205357708
3,0,-0.3806497175141243,-1.7868121236974766,"learning_rate":29 || "max_samples":92 || "max_iter":32 || "bootstrap":0 || "solver":0 || "activation":2 || "alphaNB":28 || "fit_prior":0 || "bootstrapB":1 || "min_samples_leaf":0 || "n_estimators":46 || "max_features":3 || "criterion":1 || "bootstrap_features":0 || "min_samples_split":4 || "alpha":48 || "lag":2 || "max_depth":5 || "learning_rate_init":93 || "hidden_layer_sizes":11,,Bagging,0.42671156840340096,0.05455389706715555,0.07217332999731443
3,1,-0.41480099502487566,-1.692841524886761,"learning_rate":75 || "max_samples":107 || "max_iter":39 || "bootstrap":0 || "solver":0 || "activation":0 || "alphaNB":5 || "fit_prior":1 || "bootstrapB":0 || "min_samples_leaf":6 || "n_estimators":61 || "max_features":3 || "criterion":1 || "bootstrap_features":0 || "min_samples_split":0 || "alpha":79 || "lag":0 || "max_depth":21 || "learning_rate_init":68 || "hidden_layer_sizes":4,"totalBen":0.05280500771637788 || "retirement":0.15089219122735997 || "totalCompens":0.0861363987532627 || "otherBen":0.07345781565347895 || "totalSal":0.05105271795765415 || "salaries":0.11073831203189669 || "overtime":0.106575748727799 || "otherSal":0.2705283530736056 || "health":0.06356525262246575 || "year":0.034248202236099305,RandomForest,0.8466669798120274,0.3984785365958201,0.9981341485528208
3,2,-0.4494766505636071,-1.5058950956872388,"learning_rate":72 || "max_samples":226 || "max_iter":74 || "bootstrap":0 || "solver":0 || "activation":2 || "alphaNB":17 || "fit_prior":1 || "bootstrapB":0 || "min_samples_leaf":3 || "n_estimators":42 || "max_features":0 || "criterion":0 || "bootstrap_features":0 || "min_samples_split":3 || "alpha":55 || "lag":2 || "max_depth":15 || "learning_rate_init":41 || "hidden_layer_sizes":10,"totalBen":0.08426485278475933 || "retirement":0.1269054257632168 || "totalCompens":0.08279823692579691 || "otherBen":0.08231374570209471 || "totalSal":0.05135589597011945 || "salaries":0.11078962140347492 || "overtime":0.08508568752895111 || "otherSal":0.20815067142005064 || "health":0.10146767979707576 || "year":0.06686818270446035,RandomForest,0.7335242576447355,0.3678535341408518,0.3928854413505881
3,3,-0.46153846153846156,-1.4430974210251342,"learning_rate":89 || "max_samples":197 || "max_iter":9 || "bootstrap":0 || "solver":0 || "activation":0 || "alphaNB":70 || "fit_prior":0 || "bootstrapB":0 || "min_samples_leaf":4 || "n_estimators":34 || "max_features":5 || "criterion":0 || "bootstrap_features":1 || "min_samples_split":6 || "alpha":14 || "lag":0 || "max_depth":6 || "learning_rate_init":0 || "hidden_layer_sizes":6,"totalBen":0.09413028016854744 || "retirement":0.15181075235723338 || "totalCompens":0.06876827495594541 || "otherBen":0.07059436499562866 || "totalSal":0.05413333073792821 || "salaries":0.08258032376448902 || "overtime":0.09480922177696945 || "otherSal":0.22977819518441941 || "health":0.08403490568771914 || "year":0.0693603503711199,RandomForest,0.6517970688573769,0.23452043830734,0.16355453820585328
3,4,-0.4518077601410934,-1.4311249478517418,"learning_rate":38 || "max_samples":214 || "max_iter":82 || "bootstrap":1 || "solver":0 || "activation":1 || "alphaNB":28 || "fit_prior":0 || "bootstrapB":1 || "min_samples_leaf":9 || "n_estimators":5 || "max_features":0 || "criterion":1 || "bootstrap_features":0 || "min_samples_split":6 || "alpha":21 || "lag":3 || "max_depth":20 || "learning_rate_init":75 || "hidden_layer_sizes":1,"totalBen":0.045333167551181316 || "retirement":0.15180007362100179 || "totalCompens":0.08279346445560999 || "otherBen":0.07254831623605376 || "totalSal":0.06688861028320234 || "salaries":0.11136389474290094 || "overtime":0.09215705045989177 || "otherSal":0.27870832019198455 || "health":0.04590756880914078 || "year":0.05249953364903283,RandomForest,0.8181072813755025,0.7069805582764952,0.701851121976999
